Project,Sampler,SampleType,StainType,StainDate,DateCounted,Who,SlideID,Sample,SlideRep,SporesCounted,FOV,LIVECounts,DEADCounts,TotalCells,TotalSpores,Clumps.4ormorecells.,CellsPerClump,Mycelia,Notes
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,17,4,1,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,18,1,1,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,19,4,1,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,20,7,1,8,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,21,7,0,7,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,22,5,1,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,23,5,1,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,24,7,0,7,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,25,3,1,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,26,4,2,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,27,2,1,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,28,2,2,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,29,2,1,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,30,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,31,0,3,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,32,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,33,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,34,8,1,9,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,35,1,4,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,36,4,2,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,37,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,38,3,2,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,39,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/17/2024,Lampman,13A_A,13A,A,FALSE,40,3,2,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,1,0,1,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,2,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,3,1,1,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,4,0,4,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,5,4,0,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,6,0,5,5,,1,5,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,7,0,4,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,8,0,1,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,9,0,7,7,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,10,0,7,7,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,11,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,12,0,3,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,13,0,6,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,14,2,2,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,15,2,2,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/13/2024,Lampman,12A_A,12A,A,FALSE,16,0,1,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,17,1,4,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,18,2,7,9,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,19,2,5,7,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,20,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,21,1,1,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,22,1,6,7,,1,5,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,23,3,4,7,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,24,0,3,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,25,0,3,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,26,0,2,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,27,1,1,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,28,3,0,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,29,0,1,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,30,3,2,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,31,1,4,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/14/2024,Lampman,12A_A,12A,A,FALSE,32,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/15/2024,Lampman,12A_A,12A,A,FALSE,33,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/15/2024,Lampman,12A_A,12A,A,FALSE,34,2,1,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/15/2024,Lampman,12A_A,12A,A,FALSE,35,0,1,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/15/2024,Lampman,12A_A,12A,A,FALSE,36,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/15/2024,Lampman,12A_A,12A,A,FALSE,37,0,1,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/15/2024,Lampman,12A_A,12A,A,FALSE,38,0,1,1,,1,5,,
Konza4,Bu,Smoke,S9PI,20240717,9/15/2024,Lampman,12A_A,12A,A,FALSE,39,0,4,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,9/15/2024,Lampman,12A_A,12A,A,FALSE,40,0,5,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,1,4,2,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,2,3,0,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,3,3,0,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,4,4,0,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,5,0,2,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,6,5,0,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,7,5,1,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,8,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,9,3,0,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,10,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,11,3,1,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,12,2,1,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,13,7,0,7,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,14,2,1,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,15,7,0,7,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,16,2,3,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,17,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,18,3,0,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,19,3,0,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,20,3,3,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,21,2,2,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,22,3,2,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,23,2,2,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,24,1,1,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,25,3,0,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,26,5,1,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,27,3,0,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,28,1,2,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,29,0,1,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,30,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,31,3,1,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,32,6,0,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,33,0,1,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,34,1,1,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,35,0,0,0,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,36,0,1,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,37,2,2,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,38,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,39,0,4,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240622,9/6/2024,Lampman,11A_A,11A,A,FALSE,40,3,2,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,1,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,2,3,1,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,3,3,0,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,4,4,0,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,5,2,1,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,6,4,0,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,7,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,8,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,9,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,10,2,1,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,11,0,2,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,12,3,0,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,13,2,1,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,14,1,1,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,15,0,3,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,16,3,1,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,17,4,0,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,18,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,19,0,0,0,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,20,0,1,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,21,2,3,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,22,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,23,2,5,7,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,24,3,1,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,25,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,26,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,27,4,0,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,28,2,2,4,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,29,4,1,5,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,30,3,5,8,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,31,4,2,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,32,3,3,6,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,33,2,1,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,34,1,0,1,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,35,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,36,2,0,2,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,37,4,3,7,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,38,2,1,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,39,3,0,3,,0,,,
Konza4,Bu,Smoke,S9PI,20240717,10/3/2024,Lampman,14A_A,14A,A,FALSE,40,2,0,2,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,1,0,1,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,2,1,0,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,3,1,1,2,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,4,0,1,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,5,0,1,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,6,0,2,2,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,7,0,5,5,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,8,0,3,3,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,9,0,3,3,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,10,0,1,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,11,0,1,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,12,1,3,4,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,13,1,1,2,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,14,0,0,0,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,15,0,0,0,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,16,0,0,0,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,17,0,3,3,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,18,2,1,3,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,19,0,0,0,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,20,2,4,6,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,21,0,0,0,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,22,2,1,3,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,23,3,3,6,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,24,0,0,0,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,25,0,2,2,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,26,0,1,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,27,1,2,3,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,28,1,0,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,29,2,0,2,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,30,4,1,5,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,31,1,0,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,32,4,11,15,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,33,2,1,3,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,34,0,0,0,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,35,2,2,4,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,36,1,0,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,37,0,1,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,38,1,0,1,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,39,0,0,0,,0,,,
Konza4,,LabBlank,S9PI,20240621,10/10/2024,Lampman,LabBlankA,11A,A,FALSE,40,4,0,4,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,1,2,0,2,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,2,1,1,2,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,3,2,0,2,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,4,2,1,3,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,5,0,0,0,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,6,0,1,1,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,7,4,0,4,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,8,0,0,0,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,9,1,2,3,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,10,2,0,2,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,11,1,3,4,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,12,2,0,2,,0,,,
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,FALSE,13,1,1,2,,0,,,
