Project,Sampler,SampleType,StainType,StainDate,DateCounted,Who,SampleID,Sample,SlideRep,FOV,LIVECounts,DEADCounts,TotalCells,Clumps.4ormorecells.,CellsPerClump,Notes.x,LB_Batch,DATE_UTC,DateTime_MDT,DateTime_UTC,Day,Platform,FilterType,FlowRate,Volume_L,SamplingDuration_dmin,SampleStart_UTC,SampleEnd_UTC,Notes.y,SampleID_short,RepVolume_L,RepVolume_m3
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R1B_A,R2B_A,R3B_A,R4B_A,R5B_A,B3B_A,B2B_A",A,29,0,0,0,NA,,,F23D,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R1B_A,R2B_A,R3B_A,R4B_A,R5B_A,B3B_A,B2B_A",A,31,0,0,0,NA,,,F23D,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R1B_A,R2B_A,R3B_A,R4B_A,R5B_A,B3B_A,B2B_A",A,33,0,0,0,NA,,,F23D,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R1B_A,R2B_A,R3B_A,R4B_A,R5B_A,B3B_A,B2B_A",A,34,0,0,0,NA,,,F23D,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R1B_A,R2B_A,R3B_A,R4B_A,R5B_A,B3B_A,B2B_A",A,35,0,0,0,NA,,,F23D,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R1B_A,R2B_A,R3B_A,R4B_A,R5B_A,B3B_A,B2B_A",A,38,0,0,0,NA,,,F23D,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R1B_A,R2B_A,R3B_A,R4B_A,R5B_A,B3B_A,B2B_A",A,39,0,0,0,NA,,,F23D,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank1A_A_20241210,"R1B_A,R2B_A,R3B_A,R4B_A,R5B_A,B3B_A,B2B_A",A,40,0,0,0,NA,,,F23D,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,1,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,2,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,10,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,11,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,22,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,23,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,24,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,26,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,27,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,31,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,32,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,33,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
FASMEE23,Button,LabBlank,S9PI,20241210,12/17/2024,Lampman,LabBlank3A_A_20241210,"B6B_A,R6B_A,R7B_A,R9B_A,B9B_A,R10B_A",A,35,0,0,0,NA,,,F23E,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,1,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,3,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,4,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,5,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,7,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,13,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,14,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,18,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,19,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,20,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,22,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,23,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,24,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,25,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,26,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,28,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,29,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,31,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,32,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,33,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,36,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,37,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,38,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,39,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
KONZA4,Button,LabBlank,S9PI,20240503,2/5/2025,Lampman,K4_BlankB_20240503,"B1B_A,B5B_A, R8B_A",A,40,0,0,0,NA,,,F23A,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
