Project,Sampler,SampleType,StainType,StainDate,DateCounted,Who,SlideID,Sample,SlideRep,FOV,LIVECounts,DEADCounts,TotalCells,Clumps.4ormorecells.,CellsPerClump,Notes,SampleID,LB_Batch,SlideReps,Volume_L,Slide_RepVolume_L,Unit,Day,Sample_num,RepVolume_m3
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,19,2,0,2,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,20,2,0,2,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,21,0,2,2,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,22,0,1,1,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,23,3,0,3,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,24,0,0,0,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,25,1,0,1,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,26,0,1,1,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,27,0,1,1,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,28,2,0,2,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,29,0,1,1,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,30,0,0,0,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,31,0,1,1,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,32,3,0,3,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,33,0,3,3,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,34,1,0,1,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,35,1,0,1,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,36,6,0,6,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,37,0,0,0,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,38,0,0,0,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,39,3,0,3,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankA,"12A,13A,14A",A,40,1,0,1,0,NA,NA,LabBlankA,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,1,1,3,4,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,2,4,1,5,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,3,1,0,1,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,4,1,1,2,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,5,4,2,6,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,6,4,0,4,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,7,1,1,2,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,8,4,2,6,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,9,3,1,4,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,10,2,0,2,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,11,0,0,0,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,12,3,0,3,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,13,3,0,3,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,14,0,0,0,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,15,2,1,3,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,16,0,0,0,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,17,2,0,2,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,18,1,0,1,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,19,1,1,2,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,20,2,0,2,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,21,0,0,0,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,22,0,0,0,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,23,1,0,1,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,24,3,0,3,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,25,2,3,5,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,26,2,0,2,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,27,8,0,8,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,28,1,0,1,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,29,0,0,0,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,30,1,3,4,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,31,4,2,6,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,32,1,2,3,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,33,1,1,2,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,34,4,1,5,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,35,0,0,0,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,36,3,0,3,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,37,2,0,2,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,38,1,1,2,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,39,2,1,3,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,,LabBlank,S9PI,20240703,10/10/2024,Lampman,LabBlankD,"12A,13A,14A",D,40,2,0,2,0,NA,NA,LabBlankD,K4_B,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,1,3,1,4,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,2,24,0,24,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,3,20,2,22,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,4,12,3,15,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,5,2,0,2,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,6,3,0,3,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,7,0,0,0,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,8,7,0,7,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,9,1,2,3,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,10,0,0,0,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,11,0,0,0,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,12,0,0,0,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,13,6,2,8,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,14,3,0,3,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,15,0,0,0,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
Konza4,Bu,FieldBlank,S9PI,20250330,3/31/2025,Lampman,FieldBlank4.A,FieldBlank4,A,16,1,0,1,NA,NA,NA,FieldBlank4.A,K4_D,NA,NA,NA,NA,NA,NA,NA
