SlideID,FOV,TotalSpores,Project,Sampler,SampleType,StainType,StainDate,DateCounted,Who,Magn.,Photos,Notes,SampleID,LB_Batch,SlideReps,Volume_L,Slide_RepVolume_L,Unit,Day,Sample_num,RepVolume_m3
LabBlank_E_20240703,20,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,21,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,22,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,23,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,24,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,25,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,26,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,27,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,28,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,29,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,30,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,31,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,32,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,33,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,34,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,35,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,36,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,37,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,38,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,39,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
LabBlank_E_20240703,40,0,Konza4,Blank,LabBlank,CW/KOH,20240703,NA,LL,1000x,NA,NA,LabBlank_E_20240703,K4_B,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,1,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,2,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,3,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,4,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,5,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,6,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,7,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,8,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,9,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,10,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,11,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,12,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,13,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,14,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,15,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,16,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,17,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,18,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,19,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,20,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,21,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,22,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,23,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,24,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,25,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,26,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,27,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,28,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,29,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,30,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,31,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,32,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,33,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,34,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,35,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,36,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,37,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,38,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,39,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank3B_B,40,0,Konza4,Blank,FieldBlank,CW/KOH,20250329,NA,LL,1000x,NA,NA,FieldBlank3B,K4_D,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,1,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,2,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,3,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,4,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,5,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,6,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,7,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,8,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,9,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,10,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,11,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,12,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,13,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,14,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,15,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,16,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,17,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,18,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,19,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,20,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,21,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,22,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,23,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,24,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,25,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,26,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,27,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,28,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,29,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,30,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,31,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,32,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,33,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,34,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,35,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,36,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,37,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,38,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,39,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
LabBlank_B_20240621,40,0,Konza4,Blank,LabBlank,CW/KOH,20240621,NA,LL,1000x,NA,NA,LabBlank_B_20240621,K4_A,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,1,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,2,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,3,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,4,2,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,5,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,6,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,7,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,8,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,9,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,10,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,11,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,12,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,13,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,14,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,15,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,16,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,17,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,18,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,19,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,20,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,21,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,22,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,23,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,24,3,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
FieldBlank4B_B,25,0,Konza4,Blank,FieldBlank,CW/KOH,20250330,NA,LL,1000x,NA,NA,FieldBlank4B,K4_D,NA,NA,NA,NA,NA,NA,NA
