Project,Sampler,SampleType,StainType,StainDate,DateCounted,Who,SlideID,Sample,SlideRep,SporesCounted,FOV,LIVECounts,DEADCounts,TotalCells,TotalSpores,Clumps.4ormorecells.,CellsPerClump,Mycelia,Notes
FASMEE23,Button,Smoke,CW/KOH,20240912,11/1/2024,Lampman,B11_B,B11,B,TRUE,7,,,,11,,,,
FASMEE23,Button,Smoke,CW/KOH,20240912,11/1/2024,Lampman,B11_B,B11,B,TRUE,8,,,,25,,,,
FASMEE23,Button,Smoke,CW/KOH,20240912,11/1/2024,Lampman,B11_B,B11,B,TRUE,9,,,,20,,,2,".3,.125"
FASMEE23,Button,Smoke,CW/KOH,20240912,11/1/2024,Lampman,B11_B,B11,B,TRUE,10,,,,8,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/1/2024,Lampman,B5_B,B5,B,TRUE,1,,,,12,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/1/2024,Lampman,B5_B,B5,B,TRUE,2,,,,13,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/1/2024,Lampman,B5_B,B5,B,TRUE,3,,,,8,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/1/2024,Lampman,B5_B,B5,B,TRUE,4,,,,8,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/1/2024,Lampman,B5_B,B5,B,TRUE,5,,,,9,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/1/2024,Lampman,B5_B,B5,B,TRUE,6,,,,8,,,2,".125,.25"
FASMEE23,Button,Smoke,CW/KOH,20240505,11/1/2024,Lampman,B5_B,B5,B,TRUE,7,,,,6,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/1/2024,Lampman,B5_B,B5,B,TRUE,8,,,,3,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/1/2024,Lampman,B5_B,B5,B,TRUE,9,,,,4,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/1/2024,Lampman,B5_B,B5,B,TRUE,10,,,,7,,,,
FASMEE23,Button,Ambient,CW/KOH,20240505,11/1/2024,Lampman,B1_B,B1,B,FALSE,1,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20240505,11/1/2024,Lampman,B1_B,B1,B,TRUE,2,,,,4,,,,
FASMEE23,Button,Ambient,CW/KOH,20240505,11/1/2024,Lampman,B1_B,B1,B,TRUE,3,,,,11,,,,
FASMEE23,Button,Ambient,CW/KOH,20240505,11/1/2024,Lampman,B1_B,B1,B,TRUE,4,,,,1,,,,
FASMEE23,Button,Ambient,CW/KOH,20240505,11/1/2024,Lampman,B1_B,B1,B,TRUE,5,,,,1,,,,
FASMEE23,Button,Ambient,CW/KOH,20240505,11/1/2024,Lampman,B1_B,B1,B,FALSE,6,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20240505,11/1/2024,Lampman,B1_B,B1,B,TRUE,7,,,,5,,,3,".25,.25,.125"
FASMEE23,Button,Ambient,CW/KOH,20240505,11/1/2024,Lampman,B1_B,B1,B,TRUE,8,,,,7,,,,
FASMEE23,Button,Ambient,CW/KOH,20240505,11/1/2024,Lampman,B1_B,B1,B,TRUE,9,,,,9,,,1,0.5
FASMEE23,Button,Ambient,CW/KOH,20240505,11/1/2024,Lampman,B1_B,B1,B,TRUE,10,,,,6,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/7/2024,Lampman,R8_B,R8B,B,TRUE,1,,,,2,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/7/2024,Lampman,R8_B,R8B,B,TRUE,2,,,,4,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/7/2024,Lampman,R8_B,R8B,B,FALSE,3,,,,0,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/7/2024,Lampman,R8_B,R8B,B,TRUE,4,,,,6,,,1,0.25
FASMEE23,Button,Smoke,CW/KOH,20240505,11/7/2024,Lampman,R8_B,R8B,B,TRUE,5,,,,3,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/7/2024,Lampman,R8_B,R8B,B,TRUE,6,,,,2,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/7/2024,Lampman,R8_B,R8B,B,TRUE,7,,,,3,,,1,0.03125
FASMEE23,Button,Smoke,CW/KOH,20240505,11/7/2024,Lampman,R8_B,R8B,B,TRUE,8,,,,2,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/7/2024,Lampman,R8_B,R8B,B,FALSE,9,,,,0,,,,
FASMEE23,Button,Smoke,CW/KOH,20240505,11/7/2024,Lampman,R8_B,R8B,B,TRUE,10,,,,6,,,,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank3B_B,FieldBlank3B,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank3B_B,FieldBlank3B,B,TRUE,2,,,,1,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank3B_B,FieldBlank3B,B,FALSE,3,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank3B_B,FieldBlank3B,B,TRUE,4,,,,3,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank3B_B,FieldBlank3B,B,TRUE,5,,,,5,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank3B_B,FieldBlank3B,B,TRUE,6,,,,1,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank3B_B,FieldBlank3B,B,TRUE,7,,,,2,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank3B_B,FieldBlank3B,B,TRUE,8,,,,1,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank3B_B,FieldBlank3B,B,TRUE,9,,,,4,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank3B_B,FieldBlank3B,B,TRUE,10,,,,7,,,1,0.25
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank4B_B,FieldBlank4B,B,TRUE,1,,,,4,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank4B_B,FieldBlank4B,B,TRUE,2,,,,5,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank4B_B,FieldBlank4B,B,TRUE,3,,,,6,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank4B_B,FieldBlank4B,B,TRUE,4,,,,1,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank4B_B,FieldBlank4B,B,TRUE,5,,,,3,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank4B_B,FieldBlank4B,B,TRUE,6,,,,3,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank4B_B,FieldBlank4B,B,TRUE,7,,,,2,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank4B_B,FieldBlank4B,B,FALSE,8,,,,0,,,2,".0625,.0625"
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank4B_B,FieldBlank4B,B,TRUE,9,,,,2,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank4B_B,FieldBlank4B,B,TRUE,10,,,,2,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241119,12/11/2024,Lampman,Blank1B_B,FieldBlank1B,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241119,12/11/2024,Lampman,Blank1B_B,FieldBlank1B,B,TRUE,2,,,,1,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241119,12/11/2024,Lampman,Blank1B_B,FieldBlank1B,B,FALSE,3,,,,0,,,1,0.125
FASMEE23,Button,FieldBlank,CW/KOH,20241119,12/11/2024,Lampman,Blank1B_B,FieldBlank1B,B,FALSE,4,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241119,12/11/2024,Lampman,Blank1B_B,FieldBlank1B,B,FALSE,5,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241119,12/11/2024,Lampman,Blank1B_B,FieldBlank1B,B,TRUE,6,,,,1,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241119,12/11/2024,Lampman,Blank1B_B,FieldBlank1B,B,FALSE,7,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241119,12/11/2024,Lampman,Blank1B_B,FieldBlank1B,B,TRUE,8,,,,3,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241119,12/11/2024,Lampman,Blank1B_B,FieldBlank1B,B,FALSE,9,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241119,12/11/2024,Lampman,Blank1B_B,FieldBlank1B,B,FALSE,10,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank2B_B,FieldBlank2B,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank2B_B,FieldBlank2B,B,FALSE,2,,,,0,,,2,".0625,.25"
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank2B_B,FieldBlank2B,B,TRUE,3,,,,6,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank2B_B,FieldBlank2B,B,TRUE,4,,,,1,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank2B_B,FieldBlank2B,B,FALSE,5,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank2B_B,FieldBlank2B,B,FALSE,6,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank2B_B,FieldBlank2B,B,TRUE,7,,,,1,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank2B_B,FieldBlank2B,B,FALSE,8,,,,0,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank2B_B,FieldBlank2B,B,TRUE,9,,,,1,,,0,
FASMEE23,Button,FieldBlank,CW/KOH,20241201,12/11/2024,Lampman,Blank2B_B,FieldBlank2B,B,TRUE,10,,,,1,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank1A_B_20241210,"R1B_B,R2B_B,R3B_B,R4B_B,R5B_B,B2B_B,B3B_B",B,FALSE,1,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank1A_B_20241210,"R1B_B,R2B_B,R3B_B,R4B_B,R5B_B,B2B_B,B3B_B",B,FALSE,2,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank1A_B_20241210,"R1B_B,R2B_B,R3B_B,R4B_B,R5B_B,B2B_B,B3B_B",B,FALSE,3,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank1A_B_20241210,"R1B_B,R2B_B,R3B_B,R4B_B,R5B_B,B2B_B,B3B_B",B,TRUE,4,,,,1,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank1A_B_20241210,"R1B_B,R2B_B,R3B_B,R4B_B,R5B_B,B2B_B,B3B_B",B,FALSE,5,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank1A_B_20241210,"R1B_B,R2B_B,R3B_B,R4B_B,R5B_B,B2B_B,B3B_B",B,TRUE,6,,,,1,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank1A_B_20241210,"R1B_B,R2B_B,R3B_B,R4B_B,R5B_B,B2B_B,B3B_B",B,FALSE,7,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank1A_B_20241210,"R1B_B,R2B_B,R3B_B,R4B_B,R5B_B,B2B_B,B3B_B",B,FALSE,8,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank1A_B_20241210,"R1B_B,R2B_B,R3B_B,R4B_B,R5B_B,B2B_B,B3B_B",B,FALSE,9,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank1A_B_20241210,"R1B_B,R2B_B,R3B_B,R4B_B,R5B_B,B2B_B,B3B_B",B,FALSE,10,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241210,12/11/2024,Lampman,B2_B,2B,B,TRUE,1,,,,1,,,1,0.0625
FASMEE23,Button,Ambient,CW/KOH,20241210,12/11/2024,Lampman,B2_B,2B,B,TRUE,2,,,,2,,,1,0.3
FASMEE23,Button,Ambient,CW/KOH,20241210,12/11/2024,Lampman,B2_B,2B,B,FALSE,3,,,,0,,,2,".3,.3"
FASMEE23,Button,Ambient,CW/KOH,20241210,12/11/2024,Lampman,B2_B,2B,B,TRUE,4,,,,1,,,1,".03125,.0625"
FASMEE23,Button,Ambient,CW/KOH,20241210,12/11/2024,Lampman,B2_B,2B,B,FALSE,5,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241210,12/11/2024,Lampman,B2_B,2B,B,TRUE,6,,,,4,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241210,12/11/2024,Lampman,B2_B,2B,B,TRUE,7,,,,1,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241210,12/11/2024,Lampman,B2_B,2B,B,FALSE,8,,,,0,,,1,0.25
FASMEE23,Button,Ambient,CW/KOH,20241210,12/11/2024,Lampman,B2_B,2B,B,TRUE,9,,,,2,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241210,12/11/2024,Lampman,B2_B,2B,B,TRUE,10,,,,2,,,2,".5,.5"
FASMEE23,Button,LabBlank,CW/KOH,20241119,12/11/2024,Lampman,LabBlank_B_20241210,"FieldBlank1B_B,FieldBlank2B_B,FieldBlank3B_B,FieldBlank4B_B",B,FALSE,1,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241119,12/11/2024,Lampman,LabBlank_B_20241210,"FieldBlank1B_B,FieldBlank2B_B,FieldBlank3B_B,FieldBlank4B_B",B,FALSE,2,,,,0,,,1,0.0625
FASMEE23,Button,LabBlank,CW/KOH,20241119,12/11/2024,Lampman,LabBlank_B_20241210,"FieldBlank1B_B,FieldBlank2B_B,FieldBlank3B_B,FieldBlank4B_B",B,TRUE,3,,,,2,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241119,12/11/2024,Lampman,LabBlank_B_20241210,"FieldBlank1B_B,FieldBlank2B_B,FieldBlank3B_B,FieldBlank4B_B",B,TRUE,4,,,,1,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241119,12/11/2024,Lampman,LabBlank_B_20241210,"FieldBlank1B_B,FieldBlank2B_B,FieldBlank3B_B,FieldBlank4B_B",B,FALSE,5,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241119,12/11/2024,Lampman,LabBlank_B_20241210,"FieldBlank1B_B,FieldBlank2B_B,FieldBlank3B_B,FieldBlank4B_B",B,FALSE,6,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241119,12/11/2024,Lampman,LabBlank_B_20241210,"FieldBlank1B_B,FieldBlank2B_B,FieldBlank3B_B,FieldBlank4B_B",B,FALSE,7,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241119,12/11/2024,Lampman,LabBlank_B_20241210,"FieldBlank1B_B,FieldBlank2B_B,FieldBlank3B_B,FieldBlank4B_B",B,TRUE,8,,,,1,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241119,12/11/2024,Lampman,LabBlank_B_20241210,"FieldBlank1B_B,FieldBlank2B_B,FieldBlank3B_B,FieldBlank4B_B",B,FALSE,9,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241119,12/11/2024,Lampman,LabBlank_B_20241210,"FieldBlank1B_B,FieldBlank2B_B,FieldBlank3B_B,FieldBlank4B_B",B,FALSE,10,,,,0,,,0,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank2A_B_20241210,"B6B_B,R6B_B,R7B_B,R9B_B,B9B_B,R10B_B",B,FALSE,1,,,,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank2A_B_20241210,"B6B_B,R6B_B,R7B_B,R9B_B,B9B_B,R10B_B",B,TRUE,2,,,,1,,,1,0.5
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank2A_B_20241210,"B6B_B,R6B_B,R7B_B,R9B_B,B9B_B,R10B_B",B,FALSE,3,,,,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank2A_B_20241210,"B6B_B,R6B_B,R7B_B,R9B_B,B9B_B,R10B_B",B,FALSE,4,,,,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank2A_B_20241210,"B6B_B,R6B_B,R7B_B,R9B_B,B9B_B,R10B_B",B,FALSE,5,,,,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank2A_B_20241210,"B6B_B,R6B_B,R7B_B,R9B_B,B9B_B,R10B_B",B,FALSE,6,,,,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank2A_B_20241210,"B6B_B,R6B_B,R7B_B,R9B_B,B9B_B,R10B_B",B,FALSE,7,,,,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank2A_B_20241210,"B6B_B,R6B_B,R7B_B,R9B_B,B9B_B,R10B_B",B,FALSE,8,,,,0,,,1,0.5
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank2A_B_20241210,"B6B_B,R6B_B,R7B_B,R9B_B,B9B_B,R10B_B",B,FALSE,9,,,,0,,,,
FASMEE23,Button,LabBlank,CW/KOH,20241210,12/11/2024,Lampman,LabBlank2A_B_20241210,"B6B_B,R6B_B,R7B_B,R9B_B,B9B_B,R10B_B",B,FALSE,10,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R2_B,R2B,B,FALSE,1,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R2_B,R2B,B,FALSE,2,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R2_B,R2B,B,TRUE,3,,,,1,,,2,0.25
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R2_B,R2B,B,FALSE,4,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R2_B,R2B,B,TRUE,5,,,,1,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R2_B,R2B,B,TRUE,6,,,,1,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R2_B,R2B,B,FALSE,7,,,,0,,,1,0.9
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R2_B,R2B,B,TRUE,8,,,,1,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R2_B,R2B,B,FALSE,9,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R2_B,R2B,B,FALSE,10,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R3_B,R3B,B,TRUE,1,,,,1,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R3_B,R3B,B,TRUE,2,,,,1,,,1,0.03125
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R3_B,R3B,B,TRUE,3,,,,1,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R3_B,R3B,B,TRUE,4,,,,5,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R3_B,R3B,B,TRUE,5,,,,3,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R3_B,R3B,B,TRUE,6,,,,1,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R3_B,R3B,B,FALSE,7,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R3_B,R3B,B,TRUE,8,,,,4,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R3_B,R3B,B,TRUE,9,,,,6,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R3_B,R3B,B,TRUE,10,,,,1,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,B3_B,B3B,B,FALSE,1,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,B3_B,B3B,B,FALSE,2,,,,0,,,1,0.3
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,B3_B,B3B,B,FALSE,3,,,,0,,,0,0
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,B3_B,B3B,B,FALSE,4,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,B3_B,B3B,B,FALSE,5,,,,0,,,1,0.0625
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,B3_B,B3B,B,TRUE,6,,,,2,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,B3_B,B3B,B,TRUE,7,,,,3,,,0,0
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,B3_B,B3B,B,FALSE,8,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,B3_B,B3B,B,FALSE,9,,,,0,,,,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,B3_B,B3B,B,TRUE,10,,,,2,,,2,".0625, .166"
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R1_B,R1B,B,FALSE,1,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R1_B,R1B,B,TRUE,2,,,,2,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R1_B,R1B,B,FALSE,3,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R1_B,R1B,B,FALSE,4,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R1_B,R1B,B,FALSE,5,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R1_B,R1B,B,TRUE,6,,,,4,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R1_B,R1B,B,FALSE,7,,,,0,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R1_B,R1B,B,TRUE,8,,,,1,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R1_B,R1B,B,TRUE,9,,,,3,,,0,
FASMEE23,Button,Ambient,CW/KOH,20241217,12/20/2024,Lampman,R1_B,R1B,B,FALSE,10,,,,0,,,0,
